,1,2,3,Page Level 4,Page Layout,Existing / Additional Page ?,Inspiration / Current URL (if existing page),Who should write the content?,Notes,Target Keyword,Search Volume,KW Density ,+KWs,Old H1,New Header (H1),Old Title,New Title,Chars (50-65),URL,Old Metas,New Meta Description,Chars (130-160),Type of Content ,Notes,"Original URL 
(if rewritten) ",Document Link,Date Published ,New URL ,Notes,PSD,Des. URL,Notes,Dev. URL,map_id,map_data,meta_tag,H1_tag,Extracted Text,Meta_Link,H1_Link,H1_id,H1_com,Meta_id,Meta_com,H1_Updated_DB,Meta_Updated_DB
36,,,Company Fact Sheet,,,Existing Page,https://guardiandigital.com/corporate-fact-sheet,,,Company Fact Sheet,,,,Company Fact Sheet,Guardian Digital's Company Fact Sheet,Corporate Fact Sheet.,Company Fact Sheet - Guardian Digital,37,https://guardiandigital.com/corporate-fact-sheet,Guardian Digital has been involved with open source and email security since the beginning and continues to innovate the email security marketplace using technology unavailable from any other vendor.,"Established over 20 years ago, Guardian Digital is a leading provider of open source email security services. Learn more with our company fact sheet.",149,,,,,,,,,,,,38,"['SP Page Builder', 'w5zxq_sppagebuilder - `text` ', 'w5zxq_menu - `params`']",True,True,corporate-fact-sheet,index.php?option=com_menu&view=metadescription&id=149,index.php?option=com_sppagebuilder&view=page&id=79,79,w5zxq_sppagebuilder,149,w5zxq_menu,True,True
37,,,Open Source Projects,,,Existing Page,https://guardiandigital.com/open-source-projects,,,Open Source Projects,,,,Open Source Projects,Guardian Digital's Open Source Projects,Open Source Projects | Guardian Digital .,Open Source Projects - Guardian Digital,39,https://guardiandigital.com/open-source-projects,"For the past 20 years, Guardian Digital has contributed to various open-source projects including EnGarde Secure Linux and Apache Web Server.","Over the past 20 years, Guardian Digital has collaborated on multiple open source projects. Find out more information on our work here.",135,,,,,,,,,,,,39,"['SP Page Builder', 'w5zxq_sppagebuilder - `text` ', 'w5zxq_menu - `params`']",True,True,open-source-projects,index.php?option=com_menu&view=metadescription&id=147,index.php?option=com_sppagebuilder&view=page&id=84,84,w5zxq_sppagebuilder,147,w5zxq_menu,True,True
38,,,Partner Program At Guardian Digital,,,Existing Page,https://guardiandigital.com/partners,,,Partner Program At Guardian Digital,,,,Partner Program At Guardian Digital,Guardian Digital's Partner Program,Join Our Partner Program for Unparalleled Email Protection.,Partner Program At Guardian Digital,35,https://guardiandigital.com/partners,Become a Guardian Digital worldwide partner. Guardian Digital is looking for channel partners and software resellers.,Guardian Digital works with channel partners and software resellers around the world. Find out more about our Partner Program here.,131,,,,,,,,,,,,40,"['SP Page Builder', 'w5zxq_sppagebuilder - `text` ', 'w5zxq_menu - `params`']",True,True,partners,index.php?option=com_menu&view=metadescription&id=123,index.php?option=com_sppagebuilder&view=page&id=81,81,w5zxq_sppagebuilder,123,w5zxq_menu,True,True
39,,,Premium Support Services,,,Existing Page,https://guardiandigital.com/premium-support-services,,,Premium Support Services,,,,Premium Support Services,Guardian Digital's Premium Support Services,Premium Business Email Security Support Services | Guardian Digital .,Premium Support Services - Guardian Digital,43,https://guardiandigital.com/premium-support-services,Guardian Digital offers premium business email security gateway customer support services 24x7x365.,"Established over 20 years ago, Guardian Digital is a leading provider of email security services. Find out more about our Premium support services here.",152,,,,,,,,,,,,41,"['SP Page Builder', 'w5zxq_sppagebuilder - `text` ', 'w5zxq_menu - `params`']",True,True,premium-support-services,index.php?option=com_menu&view=metadescription&id=373,index.php?option=com_sppagebuilder&view=page&id=87,87,w5zxq_sppagebuilder,373,w5zxq_menu,True,True
40,,,Professional Engineering Services,,,Existing Page,https://guardiandigital.com/professional-engineering-services,,,Professional Engineering Services,,,,Professional Engineering Services,Guardian Digital's Professional Engineering Services,Professional Engineering Services | Guardian Digital .,Professional Engineering Services,33,https://guardiandigital.com/professional-engineering-services,"Professional Engineering Services - Guardian Digital Professional Engineering Services is a menu of application and system engineering options unique to Guardian Digital. Designed to provide the flexibility to customize any of Guardian Digital’s security and productivity applications to perfectly fit the demands of any corporation,...","Established over 20 years ago, Guardian Digital is a leading provider of email security services. Learn more about our Professional support services here.",154,,,,,,,,,,,,42,"['SP Page Builder', 'w5zxq_sppagebuilder - `text` ', 'w5zxq_menu - `params`']",True,False,professional-engineering-services,index.php?option=com_menu&view=metadescription&id=141,,,,141,w5zxq_menu,False,True
41,,,What Our Customers Are Saying,,,Existing Page,https://guardiandigital.com/testimonials,,,What Our Customers Are Saying,,,,What Our Customers Are Saying,What Our Customers Are Saying About Us,Testimonials.,What Our Customers Are Saying - Guardian Digital,48,https://guardiandigital.com/testimonials,"Learn how companies around the globe use Guardian Digital to protect their users against email security threats, even in the most hostile of environments",Learn more about Guardian Digital's unparalleled support and cutting edge business email protection. Here's what our customers are saying.,138,,,,,,,,,,,,43,"['Header Module', ""w5zxq_modules - `params'"", 'w5zxq_menu - `params`']",True,True,testimonials,index.php?option=com_menu&view=metadescription&id=355,index.php?option=com_modules&view=modules&id=194,194,w5zxq_modules,355,w5zxq_menu,True,True
42,,Email Security Testimonials,,,,Existing Page,https://guardiandigital.com/customer-success-stories,,,Email Security Testimonials,,,,Guardian Digital Success Stories,Guardian Digital's Email Security Testimonials,Customer Success Stories. Email Security Testimonials.,Email Security Testimonials - Guardian Digital,46,https://guardiandigital.com/customer-success-stories,We provide threat-ready business email protection and unparalleled support. Read what our customers have to say about working with Guardian Digital.,"We stand out with our unparalleled support and threat-ready business email protection. Our email security testimonials speak for themselves, see them here.",155,,,,,,,,,,,,44,"['Case Studies ', 'w5zxq_menu - `params`', 'w5zxq_menu - `params`']",True,True,customer-success-stories,index.php?option=com_menu&view=metadescription&id=129,index.php?option=com_menu&view=metadescription&id=129,129,w5zxq_menu,129,w5zxq_menu,False,True
43,x,,Guardian Digital Client Story: Aalborg Instruments,,,Existing Page,https://guardiandigital.com/customer-success-stories/aalborg-instruments,,,Guardian Digital Client Story: Aalborg Instruments.,,,,Guardian Digital Success Stories,Client Story: Aalborg Instruments.,Guardian Digital Client Story: Aalborg Instruments.,Guardian Digital's Client Story: Aalborg Instruments.,53,https://guardiandigital.com/customer-success-stories/aalborg-instruments,Guardian Digital Client Story: Aalborg Instruments...,We believe that the quality of our business email protection services speaks for itself. Read our Guardian Digital Client Story: Aalborg Instruments here.,154,,,,,,,,,,,,45,"['Header Module', ""w5zxq_modules - `params'"", 'w5zxq_menu - `params`']",False,False,aalborg-instruments,,,,,,,False,False
44,x,,Guardian Digital Client Story: ATT New Zealand,,,Existing Page,https://guardiandigital.com/customer-success-stories/att-new-zealand,,,Guardian Digital Client Story: ATT New Zealand,,,,Guardian Digital Success Stories,Client Story: ATT New Zealand.,Guardian Digital Client Story: ATT New Zealand.,Guardian Digital's Client Story: ATT New Zealand.,49,https://guardiandigital.com/customer-success-stories/att-new-zealand,Guardian Digital Client Story: ATT New Zealand...,We believe that the quality of our business email protection services speaks for itself. Read our Guardian Digital Client Story: ATT New Zealand here.,150,,,,,,,,,,,,46,"['Header Module', ""w5zxq_modules - `params'"", 'w5zxq_menu - `params`']",False,False,att-new-zealand,,,,,,,False,False
45,x,,Guardian Digital Client Story: BCMC Global,,,Existing Page,https://guardiandigital.com/customer-success-stories/bc-media-gains-peace-of-mind-closes-microsoft-365-security-gaps-with-guardian-digital,,,Guardian Digital Client Story: BCMC Global,,,,Guardian Digital Success Stories,Client Story: BCMC Global.,Guardian Digital Client Story: BCMC Global.,Guardian Digital's Client Story: BCMC Global.,45,https://guardiandigital.com/customer-success-stories/bc-media-gains-peace-of-mind-closes-microsoft-365-security-gaps-with-guardian-digital,Guardian Digital Client Story: BCMC Global...,We believe that the quality of our business email protection services speaks for itself. Read our Guardian Digital Client Story: BCMC Global here.,146,,,,,,,,,,,,47,"['Header Module', ""w5zxq_modules - `params'"", 'w5zxq_menu - `params`']",False,False,bc-media-gains-peace-of-mind-closes-microsoft-365-security-gaps-with-guardian-digital,,,,,,,False,False
46,x,,Customer Success Stories Email Security Testimonials,,,Existing Page,https://guardiandigital.com/customer-success-stories/casestudies,,,Customer Success Stories. Email Security Testimonials.,,,,Guardian Digital Success Stories,Client Success Stories. Email Security Testimonial,Customer Success Stories. Email Security Testimonials.,Client Success Story: Email Security Testimonials,49,https://guardiandigital.com/customer-success-stories/casestudies,We provide threat-ready business email protection and unparalleled support. Read what our customers have to say about working with Guardian Digital.,We believe the quality of our business email protection services speaks for itself. Read our Customer Success Stories Email Security Testimonials here.,151,,,,,,,,,,,,48,"['Header Module', ""w5zxq_modules - `params'"", 'w5zxq_menu - `params`']",True,False,casestudies,index.php?option=com_menu&view=metadescription&id=1671,,,,1671,w5zxq_menu,False,True
47,x,,Guardian Digital Client Story: Chicago Stock Exchange,,,Existing Page,https://guardiandigital.com/customer-success-stories/chicago-stock-exchange,,,Guardian Digital Client Story: Chicago Stock Exchange,,,,Guardian Digital Success Stories,Client Story: Chicago Stock Exchange.,Guardian Digital Client Story: Chicago Stock Exchange.,Guardian Digital's Client Story: Chicago Stock Exchange.,56,https://guardiandigital.com/customer-success-stories/chicago-stock-exchange,Guardian Digital Client Story: Chicago Stock Exchange...,We believe the quality of our business email protection services speaks for itself. Read our Guardian Digital Client Story: Chicago Stock Exchange here.,152,,,,,,,,,,,,49,"['Header Module', ""w5zxq_modules - `params'"", 'w5zxq_menu - `params`']",False,False,chicago-stock-exchange,,,,,,,False,False
48,x,,Guardian Digital Client Story: Community Home Entertainment,,,Existing Page,https://guardiandigital.com/customer-success-stories/community-home-entertainment,,,Guardian Digital Client Story: Community Home Entertainment,,,,Guardian Digital Success Stories,Client Story: Community Home Entertainment.,Guardian Digital Client Story: Community Home Entertainment.,Client Success Story: Community Home Entertainment.,51,https://guardiandigital.com/customer-success-stories/community-home-entertainment,Guardian Digital Client Story: Community Home Entertainment...,We believe that the quality of our services speaks for itself. Read our Guardian Digital Client Story: Community Home Entertainment here.,137,,,,,,,,,,,,50,"['Header Module', ""w5zxq_modules - `params'"", 'w5zxq_menu - `params`']",False,False,community-home-entertainment,,,,,,,False,False
49,x,,Guardian Digital Client Story: DeepInTheMoney,,,Existing Page,https://guardiandigital.com/customer-success-stories/deepinthemoney,,,Guardian Digital Client Story: DeepInTheMoney,,,,Guardian Digital Success Stories,Client Story: DeepInTheMoney.,Guardian Digital Client Story: DeepInTheMoney.,Guardian Digital's Client Story: DeepInTheMoney.,48,https://guardiandigital.com/customer-success-stories/deepinthemoney,Guardian Digital Client Story: DeepInTheMoney...,We believe that the quality of our business email protection services speaks for itself. Read our Guardian Digital Client Story: DeepInTheMoney here.,149,,,,,,,,,,,,51,"['Header Module', ""w5zxq_modules - `params'"", 'w5zxq_menu - `params`']",False,False,deepinthemoney,,,,,,,False,False
